key,jp,ko,vi
<!MissingKey:586:では…確実に、視線を引く方法が必要、ということですね。>,では…確実に、視線を引く方法が必要、ということですね。,그럼.. 확실하게 시선을 끌 방법이 필요하단 거군요.,では…確実に、視線を引く方法が必要、ということですね。
<!MissingKey:587:…ところで、あなたは…戻れば、大きな罰を、受けると、聞きました。>,…ところで、あなたは…戻れば、大きな罰を、受けると、聞きました。,..그나저나 당신은.. 돌아가면 큰 벌을 받는다 들었어요.,…ところで、あなたは…戻れば、大きな罰を、受けると、聞きました。
<!MissingKey:588:それ、知ってる…フェロモン香水みたいなものか？>,それ、知ってる…フェロモン香水みたいなものか？,그거 알아.. 페로몬 향수 같은 건가?,それ、知ってる…フェロモン香水みたいなものか？
,,,
<!MissingKey:590:あ、そうです。あなたの携帯電話。>,あ、そうです。あなたの携帯電話。,"아, 맞아요. 당신의 핸드폰.",あ、そうです。あなたの携帯電話。
<!MissingKey:591:特別だぞ！友達は、あたしの胸、すごく、羨ましがるんだから。休みたい時、お互いに、取り合いになるんだからな。>,特別だぞ！友達は、あたしの胸、すごく、羨ましがるんだから。休みたい時、お互いに、取り合いになるんだからな。,특별히야! 친구들은 내 가슴 엄청 부러워 하거든. 쉬고 싶을때 서로 차지하려 한다고.,特別だぞ！友達は、あたしの胸、すごく、羨ましがるんだから。休みたい時、お互いに、取り合いになるんだからな。
<!MissingKey:592:ですが…まだ、疑問が残ります…>,ですが…まだ、疑問が残ります…,하지만.. 아직 의문이 들어요..,ですが…まだ、疑問が残ります…
,,,
<!MissingKey:594:不正と老朽化の証拠を、着実に集めていった。>,不正と老朽化の証拠を、着実に集めていった。,비리와 노후의 증거를 차근차근 수집했어.,不正と老朽化の証拠を、着実に集めていった。
<!MissingKey:595:他の男たちの視線を、ものすごく集めてたな。>,他の男たちの視線を、ものすごく集めてたな。,다른 남자들의 시선을 엄청 받았지.,他の男たちの視線を、ものすごく集めてたな。
<!MissingKey:596:ううん…！そ、そうだよっ…認めてやるよっ！少し…少し、気持ちいいからっ！>,ううん…！そ、そうだよっ…認めてやるよっ！少し…少し、気持ちいいからっ！,으응..! 그.. 그래엣.. 인정할게엣! 조금.. 조금 기분 좋으니까앗!,ううん…！そ、そうだよっ…認めてやるよっ！少し…少し、気持ちいいからっ！
<!MissingKey:597:どの人物のイベントを、再生しますか？>,どの人物のイベントを、再生しますか？,어떤 인물의 이벤트를 재생할까요?,どの人物のイベントを、再生しますか？
<!MissingKey:598:情報？そんなの、いちいち記録してないけど…>,情報？そんなの、いちいち記録してないけど…,정보? 그런 건 일일히 기록하지 않았는데..,情報？そんなの、いちいち記録してないけど…
<!MissingKey:599:えへへ…そうか、あたしも、可愛いんだな？へへ…>,えへへ…そうか、あたしも、可愛いんだな？へへ…,"에헤헤.. 그렇구나, 나도 귀여운 거지? 헤헤..",えへへ…そうか、あたしも、可愛いんだな？へへ…
<!MissingKey:600:実は、あれは、嘘だ。あたしは、悪魔だから、嘘は、得意なんだ…はぁっ…うん…>,実は、あれは、嘘だ。あたしは、悪魔だから、嘘は、得意なんだ…はぁっ…うん…,사실 그건 거짓말이야. 난 악마니까 거짓말은 능숙하거든.. 하앗.. 응..,実は、あれは、嘘だ。あたしは、悪魔だから、嘘は、得意なんだ…はぁっ…うん…
<!MissingKey:601:でも、このくらいの首輪を使う犬なら、きっと、すごく大きいでしょうね。>,でも、このくらいの首輪を使う犬なら、きっと、すごく大きいでしょうね。,그래도 이 정도의 목줄을 쓰는 강아지라면 분명 엄청 크겠죠.,でも、このくらいの首輪を使う犬なら、きっと、すごく大きいでしょうね。
<!MissingKey:602:あ…気を使わせてしまいましたね。ごめんなさい。>,あ…気を使わせてしまいましたね。ごめんなさい。,아.. 신경 쓰이게 했군요. 죄송해요.,あ…気を使わせてしまいましたね。ごめんなさい。
,,,
<!MissingKey:604:熱を上げ、憤りを吐き出す彼女に、一歩、また一歩と、近づいていく。>,熱を上げ、憤りを吐き出す彼女に、一歩、また一歩と、近づいていく。,열을 올리며 울분을 토해내는 그녀에게 한 걸음씩 다가간다.,熱を上げ、憤りを吐き出す彼女に、一歩、また一歩と、近づいていく。
<!MissingKey:605:お前が教えてくれた携帯番号も、どうしても思い出せないし…聞き回っても、見つからなかった。>,お前が教えてくれた携帯番号も、どうしても思い出せないし…聞き回っても、見つからなかった。,네가 알려준 핸드폰 번호도 도저히 기억이 안 나고.. 수소문해 봐도 찾을 수 없었어.,お前が教えてくれた携帯番号も、どうしても思い出せないし…聞き回っても、見つからなかった。
<!MissingKey:606:これで、力になるなら。いくらでも、触っていいよ！へへ…>,これで、力になるなら。いくらでも、触っていいよ！へへ…,이걸로 힘이 된다면. 얼마든지 만져도 좋아! 헤헤..,これで、力になるなら。いくらでも、触っていいよ！へへ…
<!MissingKey:607:いつものように、元気だよ。>,いつものように、元気だよ。,여느 때처럼 건강해.,いつものように、元気だよ。
<!MissingKey:608:でしたら…商品化されなかった…失敗作は、どうなさったのですか？>,でしたら…商品化されなかった…失敗作は、どうなさったのですか？,그렇다면.. 상품화가 안 된.. 실패작들은 어떻게 한 거죠?,でしたら…商品化されなかった…失敗作は、どうなさったのですか？
<!MissingKey:609:な、何を、おまんこに、狙いを定めてるんだ？そんな、下賤なちんぽを、俺に、突くつもりか？夢でも見るな！はぁ…>,な、何を、おまんこに、狙いを定めてるんだ？そんな、下賤なちんぽを、俺に、突くつもりか？夢でも見るな！はぁ…,뭐.. 뭘 보지에 겨냥하고 있는 거야? 그런 천한 자지를 내게 박아대겠다고? 꿈도 꾸지 마! 하아..,な、何を、おまんこに、狙いを定めてるんだ？そんな、下賤なちんぽを、俺に、突くつもりか？夢でも見るな！はぁ…
,,,
<!MissingKey:611:（ザブン！）>,（ザブン！）,(풍덩!),（ザブン！）
,,,
<!MissingKey:613:hide>,hide,hide,hide
<!MissingKey:614:コンディションが、良くなれば、探索の効率も、良くなるからな。>,コンディションが、良くなれば、探索の効率も、良くなるからな。,컨디션이 좋아진다면 탐색의 효율도 좋아지니까.,コンディションが、良くなれば、探索の効率も、良くなるからな。
<!MissingKey:615:...>,...,...,...
<!MissingKey:616:…ふむ、その…>,…ふむ、その…,"..크흠, 그게..",…ふむ、その…
<!MissingKey:617:そうして、挿入していないだけの、後背位の体勢は、しばらく続く。>,そうして、挿入していないだけの、後背位の体勢は、しばらく続く。,그렇게 삽입을 안했을 뿐인 후배위 자세는 한동안 이어진다.,そうして、挿入していないだけの、後背位の体勢は、しばらく続く。
<!MissingKey:618:お…ちょっとカッコいいじゃん。な？>,お…ちょっとカッコいいじゃん。な？,오.. 좀 멋진걸. 그치?,お…ちょっとカッコいいじゃん。な？
<!MissingKey:619:いつでも、私に、言ってください。>,いつでも、私に、言ってください。,언제든 제게 말해 주세요.,いつでも、私に、言ってください。
<!MissingKey:620:そ、そうです。ですが、私の能力を取り戻せば、無事に元通りになれます！ちょうど、探してくださった…>,そ、そうです。ですが、私の能力を取り戻せば、無事に元通りになれます！ちょうど、探してくださった…,마..맞아요. 하지만 제 능력을 되찾는다면 무사히 원래대로 돌아갈 수 있어요! 마침 찾아주신..,そ、そうです。ですが、私の能力を取り戻せば、無事に元通りになれます！ちょうど、探してくださった…
<!MissingKey:621:…そ、そういうこと、ですか…>,…そ、そういうこと、ですか…,..그.. 그렇다는 건...,…そ、そういうこと、ですか…
<!MissingKey:622:舞の、バランス感覚のおかげで…>,舞の、バランス感覚のおかげで…,마이의 균형감각 덕분에..,舞の、バランス感覚のおかげで…
<!MissingKey:623:あ、ああ！そうです！先日、大事がありましたので、このような些細な苦情にも、私ほどの役職の者が、出向かなければならず、確認中でございました！>,あ、ああ！そうです！先日、大事がありましたので、このような些細な苦情にも、私ほどの役職の者が、出向かなければならず、確認中でございました！,"아, 아아! 맞습니다! 얼마전에 큰일이 있었으니 이런 사소한 민원에도 제 정도의 직급이 나서야 하기에 확인중이었습니다!",あ、ああ！そうです！先日、大事がありましたので、このような些細な苦情にも、私ほどの役職の者が、出向かなければならず、確認中でございました！
<!MissingKey:624:…ん？誰か、また、いますね。>,…ん？誰か、また、いますね。,..응? 누군가 또 있네요.,…ん？誰か、また、いますね。
<!MissingKey:625:ううん…おおおっ…>,ううん…おおおっ…,으응... 오오옷..,ううん…おおおっ…
,,,
<!MissingKey:627:ですが、私のせいで、ご迷惑を、おかけするわけには…>,ですが、私のせいで、ご迷惑を、おかけするわけには…,하지만 저 때문에 폐를 끼칠 수는..,ですが、私のせいで、ご迷惑を、おかけするわけには…
<!MissingKey:628:はははは！胸の片側で、顔が全部隠れちゃってるじゃん？>,はははは！胸の片側で、顔が全部隠れちゃってるじゃん？,하하하하! 가슴 한쪽에 얼굴이 전부 가려졌잖아?,はははは！胸の片側で、顔が全部隠れちゃってるじゃん？
<!MissingKey:629:…表情を見ると、そうでもないか。かなり、長く歩いたもんな。>,…表情を見ると、そうでもないか。かなり、長く歩いたもんな。,..표정을 보니 그렇지도 않나. 꽤 오래 걷긴 했지만.,…表情を見ると、そうでもないか。かなり、長く歩いたもんな。
,,,
<!MissingKey:631:そのせいで、少し、息が切れて、汗をかいただけですので、お気になさらないでください。>,そのせいで、少し、息が切れて、汗をかいただけですので、お気になさらないでください。,그것 때문에 숨이 좀 차고 땀이 나는 것 뿐이니 신경쓰지 마세요.,そのせいで、少し、息が切れて、汗をかいただけですので、お気になさらないでください。
<!MissingKey:632:…たかが、このくらいで、嬉しかったりはしませんから。>,…たかが、このくらいで、嬉しかったりはしませんから。,.. 겨우 이 정도로 기쁘거나 하진 않으니까요.,…たかが、このくらいで、嬉しかったりはしませんから。
,,,
<!MissingKey:634:そんな程度じゃないぞ！>,そんな程度じゃないぞ！,그런 정도가 아닌데!,そんな程度じゃないぞ！
<!MissingKey:635:45番…そんな名前の電車は、初めて聞きました。乗車した人が、私たち以外にいないのを見ると…運行整備中の電車かもしれませんね。>,45番…そんな名前の電車は、初めて聞きました。乗車した人が、私たち以外にいないのを見ると…運行整備中の電車かもしれませんね。,45번.. 그런 이름의 전차는 처음 들어 봐요. 탑승한 사람이 우리 외에 없는 걸 봐선.. 운행 정비중인 전차일수도 있겠네요.,45番…そんな名前の電車は、初めて聞きました。乗車した人が、私たち以外にいないのを見ると…運行整備中の電車かもしれませんね。
,,,
<!MissingKey:637:あたしも、どうしてか、この電車に、乗り間違えてしまったけど、こうして、会ったからな！>,あたしも、どうしてか、この電車に、乗り間違えてしまったけど、こうして、会ったからな！,"나도, 어째선지 이 전차에 잘못 타버렸지만, 이렇게 만났으니까!",あたしも、どうしてか、この電車に、乗り間違えてしまったけど、こうして、会ったからな！
<!MissingKey:638:どうせ、どっちにしろ、悲惨な未来だったんだ。大きな賭けに、一度、出ただけだ。結局、人間なんかに、負けてしまったがな…キヒヒ。>,どうせ、どっちにしろ、悲惨な未来だったんだ。大きな賭けに、一度、出ただけだ。結局、人間なんかに、負けてしまったがな…キヒヒ。,이러나 저러나 비참한 미래였을걸. 큰 도박 한번 저지른 거지. 결국 인간 따위에게 지고 말았지만.. 키히히.,どうせ、どっちにしろ、悲惨な未来だったんだ。大きな賭けに、一度、出ただけだ。結局、人間なんかに、負けてしまったがな…キヒヒ。
<!MissingKey:639:ぽん！>,ぽん！,뽁!,ぽん！
<!MissingKey:640:あーん～>,あーん～,아아~,あーん～
<!MissingKey:641:それは…今まで忘れてたから、確認できなかったんでしょ。それに、バイトがあるって言ってたよね？そっちから来たんじゃない？>,それは…今まで忘れてたから、確認できなかったんでしょ。それに、バイトがあるって言ってたよね？そっちから来たんじゃない？,그건.. 그동안 잊어버리고 있었으니까 확인을 못해서겠지. 그리고 알바가 있다고 했지? 그쪽에서 온 건가 봐.,それは…今まで忘れてたから、確認できなかったんでしょ。それに、バイトがあるって言ってたよね？そっちから来たんじゃない？
,,,
,,,
<!MissingKey:644:はい、思ったよりすぐに慣れました。翼や羽がなくなったのは少し寂しいですが…>,はい、思ったよりすぐに慣れました。翼や羽がなくなったのは少し寂しいですが…,"네, 생각보다 금방 적응했습니다. 날개나 깃털이 없어진 게 허전하지만..",はい、思ったよりすぐに慣れました。翼や羽がなくなったのは少し寂しいですが…
<!MissingKey:645:予想はしてたけど、すごく、活動的だな。>,予想はしてたけど、すごく、活動的だな。,예상은 했지만 엄청 활동적이야.,予想はしてたけど、すごく、活動的だな。
<!MissingKey:646:そう言って、俺は、はち切れそうにちんぽを抑えながら、彼女の後ろに、膝をつく。>,そう言って、俺は、はち切れそうにちんぽを抑えながら、彼女の後ろに、膝をつく。,그렇게 말하며 나는 터질듯한 자지를 억누르며 그녀의 뒤에 무릎꿇는다.,そう言って、俺は、はち切れそうにちんぽを抑えながら、彼女の後ろに、膝をつく。
<!MissingKey:647:その言葉に、さらに硬くなったちんぽを、掴み、ゆっくりと、膣の入り口に、亀頭を、当てる。>,その言葉に、さらに硬くなったちんぽを、掴み、ゆっくりと、膣の入り口に、亀頭を、当てる。,"그 말에 더욱 단단해진 자지를 잡고, 천천히. 질 입구에 귀두를 붙인다.",その言葉に、さらに硬くなったちんぽを、掴み、ゆっくりと、膣の入り口に、亀頭を、当てる。
,,,
<!MissingKey:649:そういう時は、酔わないように、気をつけろよ。>,そういう時は、酔わないように、気をつけろよ。,그럴땐 취하지 않도록 조심해.,そういう時は、酔わないように、気をつけろよ。
<!MissingKey:650:約束した、バイトが…>,約束した、バイトが…,약속한 알바가..,約束した、バイトが…
<!MissingKey:651:セックスというよりは、いじめに近いものだったのですね。でしたら、なぜ…>,セックスというよりは、いじめに近いものだったのですね。でしたら、なぜ…,섹스라기보단 괴롭힘에 가까운 거였군요. 그렇담 어째서..,セックスというよりは、いじめに近いものだったのですね。でしたら、なぜ…
<!MissingKey:652:え？！45番電車は、ここでしょ？…まさか？>,え？！45番電車は、ここでしょ？…まさか？,뭐?! 45번 전차는 이곳이잖아? ..설마?,え？！45番電車は、ここでしょ？…まさか？
<!MissingKey:653:…また、目隠しを。>,…また、目隠しを。,..다시 안대를.,…また、目隠しを。
<!MissingKey:654:あ！…すみません。つい、妄想にふけってしまって。>,あ！…すみません。つい、妄想にふけってしまって。,아!.. 죄송해요. 줄곧 망상에 빠지는 터라.,あ！…すみません。つい、妄想にふけってしまって。
<!MissingKey:655:いやらしいコンセプトの、企画物みたいなことか？電車で、そんなこと、できるのか？>,いやらしいコンセプトの、企画物みたいなことか？電車で、そんなこと、できるのか？,야한 컨셉 기획물 같은거 말이지? 전차에서 그런게 가능한가?,いやらしいコンセプトの、企画物みたいなことか？電車で、そんなこと、できるのか？
,,,
<!MissingKey:657:パチンコより、アニメに、もっと、大きく、反応してるな…>,パチンコより、アニメに、もっと、大きく、反応してるな…,파칭코보다 애니메이션에 더 크게 반응하네..,パチンコより、アニメに、もっと、大きく、反応してるな…
<!MissingKey:658:た、探索のために、あちこち、見回るのが、大変だったんです。>,た、探索のために、あちこち、見回るのが、大変だったんです。,타.. 탐색하느라 여기저기 살펴보느라 힘들었거든요.,た、探索のために、あちこち、見回るのが、大変だったんです。
<!MissingKey:659:…？>,…？,.....?,…？
<!MissingKey:660:普段なら、試そうともしなかっただろうが…>,普段なら、試そうともしなかっただろうが…,평소라면 시도조차 안 했을 테지만..,普段なら、試そうともしなかっただろうが…
<!MissingKey:661:？>,？,?,？
<!MissingKey:662:ですが、お伝えしなければと、思って…追いかけてきたのです。>,ですが、お伝えしなければと、思って…追いかけてきたのです。,하지만 알려 드려야 할 거 같아서.. 따라 온 거에요.,ですが、お伝えしなければと、思って…追いかけてきたのです。
<!MissingKey:663:ビキニを着るのは、初めてなので、心配でしたが、よかったです。>,ビキニを着るのは、初めてなので、心配でしたが、よかったです。,"비키니를 입어본 건 처음이라 걱정했는데, 다행이에요.",ビキニを着るのは、初めてなので、心配でしたが、よかったです。
<!MissingKey:664:え、そりゃ、さっきも言ったじゃないか？>,え、そりゃ、さっきも言ったじゃないか？,"에, 그야 방금도 말했잖아?",え、そりゃ、さっきも言ったじゃないか？
<!MissingKey:665:意識が、朦朧として…飛んでしまいそうです…>,意識が、朦朧として…飛んでしまいそうです…,정신이 몽롱해져서.. 날아가 버릴 거 같아요..,意識が、朦朧として…飛んでしまいそうです…
<!MissingKey:666:期待してる割には、ささやかだな…>,期待してる割には、ささやかだな…,기대하는 것 치곤 소박하네..,期待してる割には、ささやかだな…
<!MissingKey:667:それは、あまりにも、とんでもない額だったじゃないか？死ぬまで、集めても、満たせない数だ！>,それは、あまりにも、とんでもない額だったじゃないか？死ぬまで、集めても、満たせない数だ！,그건 너무 터무니없는 액수였잖아? 죽을 때까지 모아도 채울 수 없는 숫자야!,それは、あまりにも、とんでもない額だったじゃないか？死ぬまで、集めても、満たせない数だ！
,,,
,,,
<!MissingKey:670:...>,...,...,...
<!MissingKey:671:こ、ここに、これを…>,こ、ここに、これを…,여.. 여기에 이걸..,こ、ここに、これを…
,,,
<!MissingKey:673:覚えていない、だと？それとも、この俺をたばかっているのか。お前のような鳥頭の種族を雇うのではなかった。習性は、結局捨てられないものだな。>,覚えていない、だと？それとも、この俺をたばかっているのか。お前のような鳥頭の種族を雇うのではなかった。習性は、結局捨てられないものだな。,기억 못하는구나? 아니면 감히 나를 속이고 있거나. 너 같은 새대가리 종족을 고용하는게 아니었어. 습성은 결국 못 버리지.,覚えていない、だと？それとも、この俺をたばかっているのか。お前のような鳥頭の種族を雇うのではなかった。習性は、結局捨てられないものだな。
<!MissingKey:674:競馬は、配当が、低い馬が、勝つだけで、連続で、当ててみたら、競馬場の、職員が、次からは、来るなって言ったんだ。>,競馬は、配当が、低い馬が、勝つだけで、連続で、当ててみたら、競馬場の、職員が、次からは、来るなって言ったんだ。,경마는 배당이 낮은 말이 이길 뿐인 데다 연속으로 맞춰 보니 경마장 직원이 다음부턴 오지 말라고 했어.,競馬は、配当が、低い馬が、勝つだけで、連続で、当ててみたら、競馬場の、職員が、次からは、来るなって言ったんだ。
,,,
<!MissingKey:676:少し、休んでおかないと。あんたも、隣に座りなよ。一日中、動いてて、疲れただろ？こういう時は、可愛い犬の動画を見ながら、癒されるんだ。>,少し、休んでおかないと。あんたも、隣に座りなよ。一日中、動いてて、疲れただろ？こういう時は、可愛い犬の動画を見ながら、癒されるんだ。,좀 쉬어둬야겠어. 너도 옆에 앉아. 종일 움직이느라 피곤했지? 이럴 땐 귀여운 강아지 영상을 보면서 힐링하는거야.,少し、休んでおかないと。あんたも、隣に座りなよ。一日中、動いてて、疲れただろ？こういう時は、可愛い犬の動画を見ながら、癒されるんだ。
<!MissingKey:677:特に、楽しくできることが、思いつかなくてさ。>,特に、楽しくできることが、思いつかなくてさ。,딱히 즐겁게 할 수 있는게 생각나지 않아서 말이야.,特に、楽しくできることが、思いつかなくてさ。
,,,
,,,
<!MissingKey:680:息が、荒くなり、ものすごく、快楽が、押し寄せてきて…しばらく、動けないほどだったんだ。>,息が、荒くなり、ものすごく、快楽が、押し寄せてきて…しばらく、動けないほどだったんだ。,숨이 가쁘고 엄청나게 쾌락이 몰려오면서.. 한동안 움직이지 못할 정도로 말이야.,息が、荒くなり、ものすごく、快楽が、押し寄せてきて…しばらく、動けないほどだったんだ。
<!MissingKey:681:本当に…そんな、些細なことを、気にされているのですか？…ちんぽは、こんなに、男らしいのに。>,本当に…そんな、些細なことを、気にされているのですか？…ちんぽは、こんなに、男らしいのに。,정말.. 그런 사소한 거에 마음쓰고 있는 거에요? ..자지는 이렇게나 남자다우면서.,本当に…そんな、些細なことを、気にされているのですか？…ちんぽは、こんなに、男らしいのに。
<!MissingKey:682:ウサギの絵は、確率が、すごく低いみたいだからさ。きっと、ものすごい商品に、違いないんだ。>,ウサギの絵は、確率が、すごく低いみたいだからさ。きっと、ものすごい商品に、違いないんだ。,토끼 그림은 확률 무척 낮은 거 같으니까. 분명 엄청난 상품일 게 분명해.,ウサギの絵は、確率が、すごく低いみたいだからさ。きっと、ものすごい商品に、違いないんだ。
<!MissingKey:683:ラマシュトゥ？>,ラマシュトゥ？,라마슈투?,ラマシュトゥ？
<!MissingKey:684:腕輪を装着して探索を進めると、コニアルに情念が伝わると言っていたな…>,腕輪を装着して探索を進めると、コニアルに情念が伝わると言っていたな…,팔찌를 착용하고 탐색을 진행하면 코니알에게 정념이 전달된다고 했지..,腕輪を装着して探索を進めると、コニアルに情念が伝わると言っていたな…
<!MissingKey:685:うーん…何だか、違う感じだな。>,うーん…何だか、違う感じだな。,으음.. 어쩐지 다른 느낌인데.,うーん…何だか、違う感じだな。
<!MissingKey:686:それに…これからも、よろしくお願いします。>,それに…これからも、よろしくお願いします。,그리고.. 앞으로도 잘 부탁 드려요.,それに…これからも、よろしくお願いします。
,,,
<!MissingKey:688:もう、舞の口で、5回は、イったから…>,もう、舞の口で、5回は、イったから…,벌써 마이의 입으로 5발은 뺐으니까..,もう、舞の口で、5回は、イったから…
<!MissingKey:689:…嘘を？>,…嘘を？,..거짓말을?,…嘘を？
<!MissingKey:690:あなたと、いる時なら…少しは、大丈夫な気も。何だか、気楽に、接してくださる、というか。>,あなたと、いる時なら…少しは、大丈夫な気も。何だか、気楽に、接してくださる、というか。,당신과 있을 때면.. 약간은 괜찮은 거 같기도. 왠지 편하게 대해주신달까.,あなたと、いる時なら…少しは、大丈夫な気も。何だか、気楽に、接してくださる、というか。
<!MissingKey:691:「特に、安全に気をつけなければならない時期ですので、私が直々に…きゃあっ！」>,「特に、安全に気をつけなければならない時期ですので、私が直々に…きゃあっ！」,특히 안전에 신경을 써야 하는 시기라 제가 직접.. ..꺄앗!',「特に、安全に気をつけなければならない時期ですので、私が直々に…きゃあっ！」
<!MissingKey:692:それ！コンちゃんだったよね？一番最初の乗車記念品だって、くれたやつ。>,それ！コンちゃんだったよね？一番最初の乗車記念品だって、くれたやつ。,그거! 콘짱이었지? 맨 처음 탑승 기념품이라며 줬던 거.,それ！コンちゃんだったよね？一番最初の乗車記念品だって、くれたやつ。
<!MissingKey:693:この辺りが、舞さんが言っていた場所のようですね。>,この辺りが、舞さんが言っていた場所のようですね。,이 근처가 마이 양이 말한 장소인 거 같아요.,この辺りが、舞さんが言っていた場所のようですね。
<!MissingKey:694:すごく、一生懸命、嗅いでるけどな。>,すごく、一生懸命、嗅いでるけどな。,너무 열심히 맡고 있는데.,すごく、一生懸命、嗅いでるけどな。
<!MissingKey:695:（…？私たちは、確か2000枚…）>,（…？私たちは、確か2000枚…）,(..? 우리는 분명 2000장..),（…？私たちは、確か2000枚…）
,,,
<!MissingKey:697:みんなと、二度と会えなくなっていただろうからな。>,みんなと、二度と会えなくなっていただろうからな。,모두와 다시는 만날 수 없었을 테니까.,みんなと、二度と会えなくなっていただろうからな。
<!MissingKey:698:だよな？手強い奴だ。認めないと。>,だよな？手強い奴だ。認めないと。,그치? 만만찮은 녀석. 인정해야겠어.,だよな？手強い奴だ。認めないと。
<!MissingKey:699:ここが、終着点か？特別な感じは、しないな。>,ここが、終着点か？特別な感じは、しないな。,여기가 종착점인가? 특별한 느낌은 느껴지지 않네.,ここが、終着点か？特別な感じは、しないな。
<!MissingKey:700:俺が持つ、「武器」を使う。>,俺が持つ、「武器」を使う。,내가 가진 '무기'를 사용한다.,俺が持つ、「武器」を使う。
<!MissingKey:701:彼女たちには、うまく、伝えておけよ。コニアル様が、お前たちを、切り捨てたから、気を落とすな、と。>,彼女たちには、うまく、伝えておけよ。コニアル様が、お前たちを、切り捨てたから、気を落とすな、と。,그녀들에겐 잘 전해주렴. 코니알 님이 네녀석들을 내쳤으니까 상심하지 말아.,彼女たちには、うまく、伝えておけよ。コニアル様が、お前たちを、切り捨てたから、気を落とすな、と。
<!MissingKey:702:はい。機関室の路線はメモしておきましたので、カンカンナビを通じて、いつでも行けます。>,はい。機関室の路線はメモしておきましたので、カンカンナビを通じて、いつでも行けます。,네. 기관실의 노선은 메모해 놨으니 칸칸네비를 통해 언제든 갈 수 있어요.,はい。機関室の路線はメモしておきましたので、カンカンナビを通じて、いつでも行けます。
<!MissingKey:703:とんでもない…わたくしの義務ですから。それでは、楽しい旅になりますように。わたくしは、これにて失礼いたします。>,とんでもない…わたくしの義務ですから。それでは、楽しい旅になりますように。わたくしは、これにて失礼いたします。,별 말씀을.. 제 의무이니까요. 그럼 즐거운 여정 되시길 바랍니다. 저는 이만 돌아가 보겠습니다.,とんでもない…わたくしの義務ですから。それでは、楽しい旅になりますように。わたくしは、これにて失礼いたします。
<!MissingKey:704:…あたしの、おかげ…？はうっ…>,…あたしの、おかげ…？はうっ…,..내 덕분?.. 하읏..,…あたしの、おかげ…？はうっ…
<!MissingKey:705:残念な点と言えば…自分たちの最期を、認知してしまったということ…全て、ラマシュトゥのせいです…>,残念な点と言えば…自分たちの最期を、認知してしまったということ…全て、ラマシュトゥのせいです…,안타까운 점이라면.. 본인들의 마지막을 인지해버렸다는 것.. 모두 라마슈투 때문이에요..,残念な点と言えば…自分たちの最期を、認知してしまったということ…全て、ラマシュトゥのせいです…
<!MissingKey:706:>,,Sadistic,
<!MissingKey:707:現在までに探知した異変の数は、{MetaProgression.get_routes_dict().size()}個でございます。>,現在までに探知した異変の数は、{MetaProgression.get_routes_dict().size()}個でございます。,현재까지 탐지한 이변의 수는 {MetaProgression.get_routes_dict().size()}개입니다.,現在までに探知した異変の数は、{MetaProgression.get_routes_dict().size()}個でございます。
<!MissingKey:708:いくら、強い視覚的な刺激に、脳の一部が、壊れたとしても…俺は、俺を、よく知っている。>,いくら、強い視覚的な刺激に、脳の一部が、壊れたとしても…俺は、俺を、よく知っている。,아무리 강한 시각적 자극에 뇌 일부가 망가졌다고 해도.. 나는 나를 잘 안다.,いくら、強い視覚的な刺激に、脳の一部が、壊れたとしても…俺は、俺を、よく知っている。
,,,
,,,
<!MissingKey:711:…まとめると、チケットを集めて探索の助けになる商品を交換し、その商品を利用して、より多くのチケットを集められる、ということですね。>,…まとめると、チケットを集めて探索の助けになる商品を交換し、その商品を利用して、より多くのチケットを集められる、ということですね。,..정리하자면 티켓을 모아서 탐색에 도움이 되는 상품을 교환하고. 그 상품을 이용해 더 많은 티켓을 모을 수 있다. 라는 거군요.,…まとめると、チケットを集めて探索の助けになる商品を交換し、その商品を利用して、より多くのチケットを集められる、ということですね。
<!MissingKey:712:申し訳ございませんが…本日、初めてお目にかかります。皆様ほどの、容姿とスタイルの女性をお見かけしたら、決して忘れることはないでしょうから。>,申し訳ございませんが…本日、初めてお目にかかります。皆様ほどの、容姿とスタイルの女性をお見かけしたら、決して忘れることはないでしょうから。,죄송하지만.. 오늘 처음 뵙습니다. 여러분들 정도의 외모와 스타일의 여성들을 보면 절대 잊을 수 없을테니까요.,申し訳ございませんが…本日、初めてお目にかかります。皆様ほどの、容姿とスタイルの女性をお見かけしたら、決して忘れることはないでしょうから。
<!MissingKey:713:この電車の、外の様子も、あたしたちが、実際に、確認してみるまでは、電車なのか、飛行機なのか、分からないってことだ。>,この電車の、外の様子も、あたしたちが、実際に、確認してみるまでは、電車なのか、飛行機なのか、分からないってことだ。,이 전차의 바깥 모습도 우리가 실제로 확인해 보기 전에는 전차인지 비행기인지 알 수 없다는 거지.,この電車の、外の様子も、あたしたちが、実際に、確認してみるまでは、電車なのか、飛行機なのか、分からないってことだ。
<!MissingKey:714:バレリーナギャルっていう属性は、レアだからな。>,バレリーナギャルっていう属性は、レアだからな。,발레리나 갸루 속성은 희귀하니까.,バレリーナギャルっていう属性は、レアだからな。
<!MissingKey:715:天使が、悪魔に？…それで、それらは、どう…>,天使が、悪魔に？…それで、それらは、どう…,천사가 악마에게? ..그래서 그것들은 어떻게..,天使が、悪魔に？…それで、それらは、どう…
,,,
<!MissingKey:717:え？あ…いつから、お聞きに…>,え？あ…いつから、お聞きに…,네? 어.. 언제부터 들으셨던..,え？あ…いつから、お聞きに…
